City,Year,Week,Temp_Avg,Humidity_Avg,Rainfall_Total,Pressure_Avg,WindSpeed_Avg,Cases_Lag_1w,Cases_Lag_2w,Cases_Lag_3w,Temp_Avg_Lag_2w,Temp_Avg_Lag_3w,Rainfall_Total_Lag_2w,Rainfall_Total_Lag_3w,Week.1,Month,Population,Cases_Raw,Cases_Log,Week_Sin,Week_Cos,Monsoon
Faisalabad,2013,42,23.6,45.32857142857143,19.3,1014.7571428571428,4.457142857142857,0.0,2.0,1.0,23.7,24.014285714285712,24.8,47.5,42,10,9074857,0,0.0,-0.9350162426854148,0.35460488704253557,1
Faisalabad,2013,43,23.3,59.771428571428565,21.9,1014.2428571428572,4.085714285714286,0.0,0.0,2.0,24.32857142857143,23.7,7.699999999999999,24.8,43,10,9074857,0,0.0,-0.8854560256532101,0.464723172043768,1
Faisalabad,2013,44,24.6,51.91428571428571,9.2,1014.5857142857144,3.928571428571429,0.0,0.0,0.0,23.6,24.32857142857143,19.3,7.699999999999999,44,11,9074857,3,1.3862943611198906,-0.822983865893657,0.5680647467311548,0
Faisalabad,2013,45,23.37142857142857,55.042857142857144,9.6,1014.1428571428572,4.885714285714286,3.0,0.0,0.0,23.3,23.6,21.9,19.3,45,11,9074857,5,1.791759469228055,-0.7485107481711011,0.6631226582407953,0
Faisalabad,2013,46,24.3,53.98571428571428,17.2,1015.0142857142856,5.2,5.0,3.0,0.0,24.6,23.3,9.2,21.9,46,11,9074857,1,0.6931471805599453,-0.6631226582407956,0.7485107481711007,0
Faisalabad,2013,47,24.02857142857143,56.728571428571435,11.0,1015.5,4.585714285714286,1.0,5.0,3.0,23.37142857142857,24.6,9.6,9.2,47,11,9074857,0,0.0,-0.5680647467311559,0.8229838658936564,0
Faisalabad,2013,48,22.985714285714288,59.4,19.0,1014.9142857142856,5.628571428571428,0.0,1.0,5.0,24.3,23.37142857142857,17.2,9.6,48,12,9074857,0,0.0,-0.4647231720437684,0.88545602565321,0
Faisalabad,2013,49,17.6,61.68571428571429,20.4,1016.3,4.171428571428572,0.0,0.0,1.0,24.02857142857143,24.3,11.0,17.2,49,12,9074857,0,0.0,-0.35460488704253595,0.9350162426854147,0
Faisalabad,2013,50,17.75714285714286,49.114285714285714,29.3,1014.5857142857144,5.928571428571429,0.0,0.0,0.0,22.985714285714288,24.02857142857143,19.0,11.0,50,12,9074857,0,0.0,-0.2393156642875578,0.970941817426052,0
Faisalabad,2013,51,14.7,54.75714285714286,27.5,1014.4571428571428,4.942857142857143,0.0,0.0,0.0,17.6,22.985714285714288,20.4,19.0,51,12,9074857,1,0.6931471805599453,-0.12053668025532363,0.992708874098054,0
Faisalabad,2013,52,14.785714285714286,58.92857142857143,28.8,1013.7428571428572,4.7,1.0,0.0,0.0,17.75714285714286,17.6,29.3,20.4,52,12,9074857,0,0.0,6.432490598706546e-16,1.0,0
Faisalabad,2014,1,15.625,55.5875,12.9,1016.125,4.6625,0.0,1.0,0.0,14.7,17.75714285714286,27.5,29.3,1,1,9074857,0,0.0,0.12053668025532305,0.992708874098054,0
Faisalabad,2014,2,14.028571428571428,59.27142857142858,13.8,1016.0142857142856,5.257142857142857,0.0,0.0,1.0,14.785714285714286,14.7,28.8,27.5,2,1,9074857,0,0.0,0.23931566428755774,0.970941817426052,0
Faisalabad,2014,3,15.957142857142856,46.385714285714286,14.3,1015.8571428571428,5.828571428571428,0.0,0.0,0.0,15.625,14.785714285714286,12.9,28.8,3,1,9074857,0,0.0,0.3546048870425356,0.9350162426854148,0
Faisalabad,2014,4,15.228571428571428,49.5,19.0,1013.7428571428572,5.471428571428571,0.0,0.0,0.0,14.028571428571428,15.625,13.8,12.9,4,1,9074857,0,0.0,0.4647231720437685,0.8854560256532099,0
Faisalabad,2014,5,15.728571428571428,55.642857142857146,8.3,1015.9571428571428,4.2,0.0,0.0,0.0,15.957142857142856,14.028571428571428,14.3,13.8,5,2,9074857,0,0.0,0.5680647467311558,0.8229838658936564,0
Faisalabad,2014,6,15.642857142857142,52.82857142857143,11.4,1015.4714285714286,5.757142857142857,0.0,0.0,0.0,15.228571428571428,15.957142857142856,19.0,14.3,6,2,9074857,0,0.0,0.6631226582407952,0.7485107481711011,0
Faisalabad,2014,7,16.1,38.5,13.2,1014.6857142857144,4.271428571428571,0.0,0.0,0.0,15.728571428571428,15.228571428571428,8.3,19.0,7,2,9074857,0,0.0,0.7485107481711011,0.6631226582407953,0
Faisalabad,2014,8,15.2,59.97142857142857,13.9,1016.4428571428572,4.971428571428571,0.0,0.0,0.0,15.642857142857142,15.728571428571428,11.4,8.3,8,2,9074857,0,0.0,0.8229838658936564,0.5680647467311558,0
Faisalabad,2014,9,18.242857142857144,49.785714285714285,28.0,1015.657142857143,5.257142857142857,0.0,0.0,0.0,16.1,15.642857142857142,13.2,11.4,9,3,9074857,0,0.0,0.8854560256532098,0.4647231720437686,0
Faisalabad,2014,10,24.485714285714288,53.0,18.6,1013.5857142857144,4.371428571428572,0.0,0.0,0.0,15.2,16.1,13.9,13.2,10,3,9074857,0,0.0,0.9350162426854148,0.35460488704253557,0
Faisalabad,2014,11,29.0,54.75714285714285,18.3,1016.3285714285714,4.128571428571428,0.0,0.0,0.0,18.242857142857144,15.2,28.0,13.9,11,3,9074857,0,0.0,0.970941817426052,0.23931566428755804,0
Faisalabad,2014,12,27.228571428571428,51.84285714285714,18.6,1015.7285714285716,4.914285714285714,0.0,0.0,0.0,24.485714285714288,18.242857142857144,18.6,28.0,12,3,9074857,0,0.0,0.992708874098054,0.120536680255323,0
Faisalabad,2014,13,27.442857142857143,62.628571428571426,15.3,1014.5571428571428,4.185714285714286,0.0,0.0,0.0,29.0,24.485714285714288,18.3,18.6,13,3,9074857,0,0.0,1.0,-1.6081226496766366e-16,0
Faisalabad,2014,14,25.057142857142857,52.228571428571435,21.0,1014.5285714285714,4.085714285714286,0.0,0.0,0.0,27.228571428571428,29.0,18.6,18.3,14,4,9074857,0,0.0,0.992708874098054,-0.12053668025532288,0
Faisalabad,2014,15,26.5,58.857142857142854,19.1,1015.1142857142858,6.128571428571428,0.0,0.0,0.0,27.442857142857143,27.228571428571428,15.3,18.6,15,4,9074857,0,0.0,0.9709418174260521,-0.2393156642875575,0
Faisalabad,2014,16,26.714285714285715,50.142857142857146,17.0,1016.3714285714286,4.6000000000000005,0.0,0.0,0.0,25.057142857142857,27.442857142857143,21.0,15.3,16,4,9074857,0,0.0,0.9350162426854148,-0.35460488704253545,0
Faisalabad,2014,17,27.214285714285715,51.885714285714286,19.6,1016.4,4.485714285714286,0.0,0.0,0.0,26.5,25.057142857142857,19.1,21.0,17,4,9074857,0,0.0,0.8854560256532099,-0.4647231720437685,0
Faisalabad,2014,18,29.457142857142856,49.628571428571426,9.8,1014.2,5.0,0.0,0.0,0.0,26.714285714285715,26.5,17.0,19.1,18,5,9074857,0,0.0,0.8229838658936565,-0.5680647467311557,0
Faisalabad,2014,19,27.928571428571427,58.81428571428571,12.6,1014.3571428571428,4.5,0.0,0.0,0.0,27.214285714285715,26.714285714285715,19.6,17.0,19,5,9074857,0,0.0,0.7485107481711013,-0.6631226582407951,0
Faisalabad,2014,20,28.114285714285717,57.68571428571427,9.5,1015.0285714285714,5.642857142857143,0.0,0.0,0.0,29.457142857142856,27.214285714285715,9.8,19.6,20,5,9074857,0,0.0,0.6631226582407952,-0.7485107481711012,0
Faisalabad,2014,21,28.614285714285717,65.10000000000001,17.1,1017.3142857142856,5.114285714285714,0.0,0.0,0.0,27.928571428571427,29.457142857142856,12.6,9.8,21,5,9074857,0,0.0,0.5680647467311558,-0.8229838658936564,0
Faisalabad,2014,22,30.52857142857143,47.128571428571426,18.9,1015.6857142857144,5.371428571428572,0.0,0.0,0.0,28.114285714285717,27.928571428571427,9.5,12.6,22,6,9074857,0,0.0,0.46472317204376906,-0.8854560256532096,0
Faisalabad,2014,23,38.94285714285714,59.41428571428571,12.7,1015.6285714285714,4.3428571428571425,0.0,0.0,0.0,28.614285714285717,28.114285714285717,17.1,9.5,23,6,9074857,0,0.0,0.35460488704253584,-0.9350162426854147,0
Faisalabad,2014,24,39.67142857142857,63.24285714285714,16.1,1013.657142857143,4.757142857142857,0.0,0.0,0.0,30.52857142857143,28.614285714285717,18.9,17.1,24,6,9074857,0,0.0,0.23931566428755768,-0.970941817426052,0
Faisalabad,2014,25,37.957142857142856,48.771428571428565,8.4,1015.0,4.1571428571428575,0.0,0.0,0.0,38.94285714285714,30.52857142857143,12.7,18.9,25,6,9074857,0,0.0,0.12053668025532308,-0.992708874098054,0
Faisalabad,2014,26,37.68571428571429,51.528571428571425,9.2,1014.8,5.1000000000000005,0.0,0.0,0.0,39.67142857142857,38.94285714285714,16.1,12.7,26,6,9074857,1,0.6931471805599453,-3.216245299353273e-16,-1.0,0
Faisalabad,2014,27,37.42857142857143,55.771428571428565,27.0,1014.9714285714286,4.914285714285714,1.0,0.0,0.0,37.957142857142856,39.67142857142857,8.4,16.1,27,7,9074857,0,0.0,-0.12053668025532283,-0.992708874098054,1
Faisalabad,2014,28,38.114285714285714,60.8,72.9,1016.6285714285714,4.885714285714286,0.0,1.0,0.0,37.68571428571429,37.957142857142856,9.2,8.4,28,7,9074857,0,0.0,-0.23931566428755743,-0.9709418174260521,1
Faisalabad,2014,29,36.714285714285715,49.84285714285714,53.3,1015.9142857142856,5.085714285714286,0.0,0.0,1.0,37.42857142857143,37.68571428571429,27.0,9.2,29,7,9074857,0,0.0,-0.3546048870425356,-0.9350162426854148,1
Faisalabad,2014,30,37.57142857142857,61.58571428571429,36.7,1015.8285714285714,4.928571428571429,0.0,0.0,0.0,38.114285714285714,37.42857142857143,72.9,27.0,30,7,9074857,0,0.0,-0.46472317204376806,-0.8854560256532101,1
Faisalabad,2014,31,39.114285714285714,56.885714285714286,54.6,1015.0714285714286,6.714285714285714,0.0,0.0,0.0,36.714285714285715,38.114285714285714,53.3,72.9,31,8,9074857,0,0.0,-0.5680647467311556,-0.8229838658936565,1
Faisalabad,2014,32,36.24285714285714,63.642857142857146,55.9,1015.2428571428572,4.742857142857143,0.0,0.0,0.0,37.57142857142857,36.714285714285715,36.7,53.3,32,8,9074857,0,0.0,-0.663122658240795,-0.7485107481711013,1
Faisalabad,2014,33,39.01428571428572,51.028571428571425,60.6,1015.9857142857144,5.771428571428571,0.0,0.0,0.0,39.114285714285714,37.57142857142857,54.6,36.7,33,8,9074857,0,0.0,-0.7485107481711011,-0.6631226582407952,1
Faisalabad,2014,34,37.971428571428575,53.17142857142857,75.5,1013.342857142857,4.557142857142857,0.0,0.0,0.0,36.24285714285714,39.114285714285714,55.9,54.6,34,8,9074857,0,0.0,-0.8229838658936564,-0.5680647467311559,1
Faisalabad,2014,35,39.48571428571428,48.84285714285714,86.4,1016.0714285714286,4.985714285714286,0.0,0.0,0.0,39.01428571428572,36.24285714285714,60.6,55.9,35,8,9074857,0,0.0,-0.8854560256532096,-0.4647231720437691,1
Faisalabad,2014,36,24.942857142857143,52.48571428571428,48.9,1013.9428571428572,5.214285714285714,0.0,0.0,0.0,37.971428571428575,39.01428571428572,75.5,60.6,36,9,9074857,0,0.0,-0.9350162426854147,-0.3546048870425359,1
Faisalabad,2014,37,23.32857142857143,52.9,73.0,1016.6714285714286,5.442857142857143,0.0,0.0,0.0,39.48571428571428,37.971428571428575,86.4,75.5,37,9,9074857,0,0.0,-0.970941817426052,-0.23931566428755774,1
Faisalabad,2014,38,24.385714285714283,50.957142857142856,72.0,1013.9714285714286,5.385714285714285,0.0,0.0,0.0,24.942857142857143,39.48571428571428,48.9,86.4,38,9,9074857,0,0.0,-0.992708874098054,-0.12053668025532357,1
Faisalabad,2014,39,24.52857142857143,56.628571428571426,35.9,1015.5,4.928571428571429,0.0,0.0,0.0,23.32857142857143,24.942857142857143,73.0,48.9,39,9,9074857,0,0.0,-1.0,-1.8369701987210297e-16,1
Faisalabad,2014,40,22.814285714285717,57.1,29.4,1013.7285714285716,5.414285714285714,0.0,0.0,0.0,24.385714285714283,23.32857142857143,72.0,73.0,40,10,9074857,0,0.0,-0.992708874098054,0.1205366802553232,1
Faisalabad,2014,41,23.2,65.55714285714285,17.7,1015.0,6.042857142857143,0.0,0.0,0.0,24.52857142857143,24.385714285714283,35.9,72.0,41,10,9074857,0,0.0,-0.9709418174260521,0.23931566428755738,1
Faisalabad,2014,42,26.614285714285717,57.15714285714286,24.0,1014.7714285714284,4.557142857142857,0.0,0.0,0.0,22.814285714285717,24.52857142857143,29.4,35.9,42,10,9074857,0,0.0,-0.9350162426854148,0.35460488704253557,1
Faisalabad,2014,43,24.714285714285715,62.81428571428571,21.6,1014.8571428571428,5.8999999999999995,0.0,0.0,0.0,23.2,22.814285714285717,17.7,29.4,43,10,9074857,0,0.0,-0.8854560256532101,0.464723172043768,1
Faisalabad,2014,44,23.457142857142856,55.8,11.3,1012.8857142857142,5.214285714285714,0.0,0.0,0.0,26.614285714285717,23.2,24.0,17.7,44,11,9074857,0,0.0,-0.822983865893657,0.5680647467311548,0
Faisalabad,2014,45,23.3,51.285714285714285,14.1,1013.8142857142856,6.228571428571429,0.0,0.0,0.0,24.714285714285715,26.614285714285717,21.6,24.0,45,11,9074857,0,0.0,-0.7485107481711011,0.6631226582407953,0
Faisalabad,2014,46,23.785714285714285,58.24285714285714,27.2,1015.4,5.314285714285715,0.0,0.0,0.0,23.457142857142856,24.714285714285715,11.3,21.6,46,11,9074857,0,0.0,-0.6631226582407956,0.7485107481711007,0
Faisalabad,2014,47,23.557142857142857,51.07142857142857,9.0,1015.8142857142856,4.928571428571429,0.0,0.0,0.0,23.3,23.457142857142856,14.1,11.3,47,11,9074857,0,0.0,-0.5680647467311559,0.8229838658936564,0
Faisalabad,2014,48,23.87142857142857,47.15714285714285,18.1,1016.1428571428572,5.785714285714286,0.0,0.0,0.0,23.785714285714285,23.3,27.2,14.1,48,11,9074857,0,0.0,-0.4647231720437684,0.88545602565321,0
Faisalabad,2014,49,15.5,62.88571428571429,18.6,1012.3142857142856,5.257142857142857,0.0,0.0,0.0,23.557142857142857,23.785714285714285,9.0,27.2,49,12,9074857,0,0.0,-0.35460488704253595,0.9350162426854147,0
Faisalabad,2014,50,14.828571428571427,54.84285714285715,10.2,1015.8571428571428,4.6571428571428575,0.0,0.0,0.0,23.87142857142857,23.557142857142857,18.1,9.0,50,12,9074857,0,0.0,-0.2393156642875578,0.970941817426052,0
Faisalabad,2014,51,15.37142857142857,52.028571428571425,21.7,1014.2428571428572,6.728571428571429,0.0,0.0,0.0,15.5,23.87142857142857,18.6,18.1,51,12,9074857,0,0.0,-0.12053668025532363,0.992708874098054,0
Faisalabad,2014,52,17.485714285714288,57.67142857142857,15.6,1014.5428571428572,3.8857142857142857,0.0,0.0,0.0,14.828571428571427,15.5,10.2,18.6,52,12,9074857,0,0.0,6.432490598706546e-16,1.0,0
Faisalabad,2015,1,17.0,54.325,9.2,1015.925,6.15,0.0,0.0,0.0,15.37142857142857,14.828571428571427,21.7,10.2,1,1,9074857,0,0.0,0.12053668025532305,0.992708874098054,0
Faisalabad,2015,2,15.414285714285716,56.34285714285714,18.8,1015.342857142857,4.228571428571429,0.0,0.0,0.0,17.485714285714288,15.37142857142857,15.6,21.7,2,1,9074857,0,0.0,0.23931566428755774,0.970941817426052,0
Faisalabad,2015,3,17.142857142857142,60.04285714285714,12.3,1014.0714285714286,6.014285714285714,0.0,0.0,0.0,17.0,17.485714285714288,9.2,15.6,3,1,9074857,0,0.0,0.3546048870425356,0.9350162426854148,0
Faisalabad,2015,4,15.1,54.642857142857146,15.7,1016.1285714285714,5.014285714285714,0.0,0.0,0.0,15.414285714285716,17.0,18.8,9.2,4,1,9074857,0,0.0,0.4647231720437685,0.8854560256532099,0
Faisalabad,2015,5,16.757142857142856,47.01428571428572,13.1,1016.2571428571428,5.314285714285715,0.0,0.0,0.0,17.142857142857142,15.414285714285716,12.3,18.8,5,2,9074857,0,0.0,0.5680647467311558,0.8229838658936564,0
Faisalabad,2015,6,16.414285714285715,44.42857142857143,9.1,1016.5571428571428,5.185714285714285,0.0,0.0,0.0,15.1,17.142857142857142,15.7,12.3,6,2,9074857,0,0.0,0.6631226582407952,0.7485107481711011,0
Faisalabad,2015,7,15.957142857142856,52.0,20.3,1013.7428571428572,5.3,0.0,0.0,0.0,16.757142857142856,15.1,13.1,15.7,7,2,9074857,0,0.0,0.7485107481711011,0.6631226582407953,0
Faisalabad,2015,8,15.2,49.44285714285714,15.0,1012.4285714285714,4.042857142857143,0.0,0.0,0.0,16.414285714285715,16.757142857142856,9.1,13.1,8,2,9074857,0,0.0,0.8229838658936564,0.5680647467311558,0
Faisalabad,2015,9,17.157142857142855,57.714285714285715,10.9,1015.9285714285714,5.228571428571429,0.0,0.0,0.0,15.957142857142856,16.414285714285715,20.3,9.1,9,3,9074857,0,0.0,0.8854560256532098,0.4647231720437686,0
Faisalabad,2015,10,28.385714285714283,61.94285714285714,16.8,1015.3714285714286,5.0,0.0,0.0,0.0,15.2,15.957142857142856,15.0,20.3,10,3,9074857,0,0.0,0.9350162426854148,0.35460488704253557,0
Faisalabad,2015,11,27.185714285714287,47.05714285714286,28.1,1015.6428571428572,6.414285714285714,0.0,0.0,0.0,17.157142857142855,15.2,10.9,15.0,11,3,9074857,0,0.0,0.970941817426052,0.23931566428755804,0
Faisalabad,2015,12,28.32857142857143,57.457142857142856,11.0,1014.3142857142856,4.8999999999999995,0.0,0.0,0.0,28.385714285714283,17.157142857142855,16.8,10.9,12,3,9074857,0,0.0,0.992708874098054,0.120536680255323,0
Faisalabad,2015,13,27.114285714285717,54.91428571428571,19.4,1015.1857142857144,4.242857142857143,0.0,0.0,0.0,27.185714285714287,28.385714285714283,28.1,16.8,13,3,9074857,0,0.0,1.0,-1.6081226496766366e-16,0
Faisalabad,2015,14,26.071428571428573,54.471428571428575,22.1,1012.5285714285714,5.457142857142857,0.0,0.0,0.0,28.32857142857143,27.185714285714287,11.0,28.1,14,4,9074857,0,0.0,0.992708874098054,-0.12053668025532288,0
Faisalabad,2015,15,26.714285714285715,57.98571428571428,13.6,1017.1428571428572,4.8,0.0,0.0,0.0,27.114285714285717,28.32857142857143,19.4,11.0,15,4,9074857,0,0.0,0.9709418174260521,-0.2393156642875575,0
